발생년,주야,요일,사망자수,사상자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반_대분류,법규위반,경도,위도
2014,주간,토,1,1,경기,성남시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1037216,37.36525345
2014,주간,월,1,1,경기,부천시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8174913,37.48926435
2014,주간,화,1,1,경기,여주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.6542967,37.20373614
2014,야간,금,1,2,충북,충주시,차대차,기타,기타,운전자법규위반,서행 및 일시정지위반,127.7429834,36.999036
2014,주간,토,1,2,경북,영덕군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,129.3815331,36.34570807
2014,야간,화,1,1,부산,동래구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,129.0792784,35.20532898
2014,주간,일,1,1,충남,논산시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0945658,36.21170318
2014,야간,토,1,1,경기,시흥시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.7754239,37.35315188
2014,주간,토,1,1,충남,천안시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.1661998,36.82810742
2013,야간,화,1,1,경기,고양시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.9549921,37.67007622
2013,야간,월,1,1,경북,경주시,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,129.3335659,35.71720843
2013,야간,화,1,2,경남,통영시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.4195764,34.86668786
2013,야간,토,1,2,경북,포항시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,129.0936528,36.16499887
2013,주간,토,1,1,경남,창녕군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.4814483,35.39201879
2013,야간,토,1,1,경기,의정부시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.1020121,37.71954313
2013,주간,토,1,1,인천,남동구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.7015042,37.46354297
2013,야간,일,1,2,전남,고흥군,차대차,기타,기타,운전자법규위반,중앙선 침범,127.3656071,34.68085298
2013,주간,목,1,1,경기,부천시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8056745,37.52061651
2013,야간,토,1,1,전북,정읍시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8342125,35.56112098
2013,야간,일,1,1,경기,안성시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1684623,37.00406176
2013,야간,토,1,1,전남,장흥군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.902162,34.68697276
2013,야간,화,3,4,전남,영암군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,126.4324557,34.77455874
2013,야간,수,1,1,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1401858,37.50248672
2013,야간,목,1,1,대전,서구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3219165,36.29628234
2013,야간,수,1,1,부산,북구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.0121856,35.22869515
2013,야간,수,1,1,경남,창원시(통합),차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.5758179,35.21552955
2013,주간,목,1,1,인천,강화군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.2838262,37.78695424
2013,주간,토,1,1,부산,금정구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,129.1006671,35.28635425
2013,야간,토,1,1,경북,구미시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.4310836,36.09191998
2013,야간,일,1,2,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.0903324,36.48477295
2013,주간,일,1,2,충북,청원군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.4309274,36.71086797
2013,야간,금,1,1,전남,영암군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,126.6275686,34.75651857
2013,주간,수,1,1,경북,안동시,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,128.6809341,36.50446736
2013,야간,수,1,1,충북,충주시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.9321554,36.9574645
2013,주간,수,1,1,전남,순천시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.497492,34.9496099
2013,야간,수,1,2,강원,철원군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,127.2180718,38.20352074
2013,주간,목,1,1,서울,동대문구,차대차,기타,기타,운전자법규위반,교차로 통행방법 위반,127.0493863,37.57879027
2013,주간,목,1,1,경북,칠곡군,차대사람,보도통행중,보도통행중,운전자법규위반,신호위반,128.3938668,36.07377574
2013,야간,화,1,1,충남,논산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0834053,36.20368608
2013,주간,금,1,10,서울,강서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전거리 미확보,126.8154991,37.5608819
2013,주간,수,1,1,경기,포천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.202533,37.8922615
2013,야간,화,1,2,전남,장성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.7691841,35.29419586
2013,야간,목,1,1,충남,천안시,차대차,기타,기타,운전자법규위반,신호위반,127.1844452,36.85525522
2013,야간,월,1,1,경북,봉화군,차량단독,도로이탈,도로이탈 추락,운전자법규위반,안전운전 의무 불이행,128.8692419,36.9109209
2013,주간,월,1,1,충남,부여군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.9106664,36.28314343
2013,주간,화,1,1,충북,진천군,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,127.4370537,36.85957877
2012,주간,목,2,18,서울,서초구,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.0647022,37.43583817
2012,야간,월,1,2,경남,양산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,129.1835444,35.42761158
2012,야간,수,1,1,인천,남동구,차대차,기타,기타,운전자법규위반,차로위반(진로변경 위반),126.7029868,37.44318245
2012,주간,금,1,1,경남,거창군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.9249723,35.6966632
2012,야간,목,1,1,전남,순천시,차대사람,기타,기타,운전자법규위반,보행자 보호의무 위반,127.4562292,34.87952652
2012,야간,토,1,1,대구,달서구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,128.4923004,35.85813303
2012,야간,토,1,1,대구,달성군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,128.474592,35.76851659
2012,주간,토,1,1,부산,기장군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,129.2123595,35.21953165
2012,야간,목,1,2,충남,공주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.0476978,36.46190957
2012,야간,목,1,1,경북,울진군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,129.3769085,37.07864841
2012,주간,일,1,2,경기,시흥시,차대차,기타,기타,운전자법규위반,신호위반,126.7824408,37.34787657
2013,주간,화,1,1,경기,여주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.6496103,37.25017366
2013,야간,월,1,1,전남,진도군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.2440175,34.46920431
2013,주간,월,2,2,충남,금산군,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,127.460681,36.12792452
2013,야간,일,1,1,경기,이천시,차량단독,도로이탈,도로이탈 기타,운전자법규위반,안전운전 의무 불이행,127.430508,37.28463627
2013,주간,일,1,7,경북,상주시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,128.1081311,36.40800096
2013,야간,수,1,1,대구,달서구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.5528629,35.83835102
2013,야간,화,1,1,경기,양주시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.0497387,37.78041086
2013,야간,수,1,1,경남,통영시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.4264796,34.86373191
2013,야간,월,1,1,서울,종로구,차대사람,보도통행중,보도통행중,운전자법규위반,안전운전 의무 불이행,127.0188055,37.57388342
2013,야간,월,1,1,경북,포항시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3543887,36.02118775
2013,야간,목,1,1,서울,강남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0649824,37.47920393
2013,야간,목,1,1,경기,고양시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.7759283,37.67678311
2013,야간,금,1,1,경기,고양시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.7083943,37.69743994
2012,주간,수,1,1,서울,구로구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8990978,37.48029746
2012,주간,수,1,1,경기,이천시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,127.4822963,37.15493351
2013,야간,수,1,1,충남,천안시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1790739,36.87891316
2013,야간,화,1,1,전북,정읍시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8247494,35.52243296
2013,주간,일,1,1,경북,청도군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,128.6023255,35.63158971
2013,주간,일,1,1,경북,상주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.1585491,36.42863065
2013,주간,일,1,1,제주,제주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.3559962,33.4631595
2013,주간,월,1,1,경남,창원시(통합),차대차,기타,기타,운전자법규위반,신호위반,128.6330986,35.23887365
2013,야간,토,1,1,서울,영등포구,차대사람,횡단중,횡단중,운전자법규위반,과속,126.9105792,37.52042049
2013,야간,화,1,1,경북,성주군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.2698376,36.03341722
2013,야간,화,1,1,경남,함양군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.6783072,35.56101513
2013,야간,일,1,1,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.6892176,35.27903524
2013,주간,월,1,1,경기,남양주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.3566971,37.63925971
2013,야간,금,1,1,경남,창녕군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,128.4566274,35.59272223
2013,주간,토,1,1,부산,진구,차대차,기타,기타,운전자법규위반,중앙선 침범,129.0332335,35.17156338
2013,야간,금,1,1,울산,남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3107158,35.54387976
2013,주간,수,1,1,대전,유성구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,127.4074634,36.41677084
2013,야간,수,1,1,서울,동대문구,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.0377467,37.57283243
2012,야간,화,1,1,서울,도봉구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0345871,37.66191758
2012,야간,수,1,1,경북,포항시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.4018318,35.94194695
2012,야간,목,1,2,경북,고령군,차대사람,보도통행중,보도통행중,운전자법규위반,기타(운전자법규위반),128.2403989,35.67704988
2012,야간,월,1,1,부산,사하구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.9973581,35.10196277
2012,야간,목,1,1,서울,동대문구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.0424813,37.59118426
2012,주간,토,1,1,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.4338268,36.34434086
2012,야간,금,1,1,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8335906,33.53404013
2012,주간,토,1,4,경북,영주시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.5264531,36.85858879
2012,주간,수,1,1,충남,부여군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8071393,36.21299876
2012,주간,목,1,1,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.6626703,34.77197982
2012,야간,일,1,1,제주,제주시,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,126.5727863,33.52025834
2012,야간,월,1,7,충남,보령시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,126.604418,36.34853094
2012,야간,금,1,1,서울,강남구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0265309,37.50017497
2012,야간,수,1,1,강원,횡성군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.2296679,37.50331393
2013,야간,토,1,1,경기,부천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.7592363,37.50874308
2013,야간,금,1,1,경남,고성군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,128.3461629,34.9699
2013,야간,일,1,1,충북,충주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.9299936,37.05173002
2013,야간,목,1,2,경남,창원시(통합),차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,128.7222028,35.19181541
2013,주간,화,1,1,대전,대덕구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.4240672,36.43337972
2013,주간,금,1,1,경북,의성군,차대차,정면충돌,정면충돌,운전자법규위반,안전운전 의무 불이행,128.6788889,36.25100936
2013,야간,목,1,1,부산,사상구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.9859963,35.16078011
2014,주간,수,1,1,경남,거제시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.5602002,34.9012777
2014,주간,수,1,1,경북,구미시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.4974788,36.12649148
2014,주간,화,1,2,전남,영광군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.4873951,35.2814271
2014,주간,화,3,20,제주,서귀포시,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.6259025,33.37244822
2014,야간,화,1,1,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9477414,37.04040318
2014,야간,일,1,4,경기,의정부시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,127.0531987,37.72139623
2014,주간,수,1,1,전북,부안군,차대사람,길가장자리구역통행중,길가장자리구역통행중,운전자법규위반,안전운전 의무 불이행,126.4763607,35.61856169
2014,야간,수,2,12,부산,동래구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.0732739,35.20383838
2014,야간,수,1,1,전남,구례군,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.4305,35.30979296
2014,야간,화,1,1,대구,동구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.6410306,35.89551635
2014,야간,화,1,1,전북,완주군,차대사람,횡단중,횡단중,운전자법규위반,과속,127.0837565,35.9178781
2014,야간,화,3,3,광주,광산구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8039825,35.16180884
2014,주간,토,1,1,전남,곡성군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3028333,35.27682135
2014,야간,수,1,1,경북,상주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,128.1700012,36.41896583
2014,주간,화,1,1,경기,오산시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.068404,37.14851515
2014,주간,수,1,1,경기,시흥시,차대차,추돌,진행중 추돌,운전자법규위반,기타(운전자법규위반),126.7494201,37.33389872
2014,야간,화,1,1,전북,전주시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.050759,35.82976256
2014,야간,일,1,2,충북,영동군,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.7231984,36.12721815
2014,야간,금,1,1,부산,기장군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,129.1794314,35.32223149
2014,주간,화,1,1,전남,해남군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.6402636,34.41361189
2014,야간,목,1,3,전남,영암군,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.6897159,34.88825921
2014,야간,목,1,2,경기,포천시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.1980518,38.01743981
2014,주간,일,1,1,충남,보령시,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.5952152,36.3329196
2014,주간,일,1,1,경남,통영시,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,128.2530371,34.62332259
2014,야간,목,1,1,제주,제주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,126.5336157,33.48997028
2014,야간,화,1,1,전남,여수시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.7230234,34.73769781
2014,주간,금,1,1,부산,강서구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.9269702,35.0977176
2014,야간,수,1,1,경기,이천시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.5181081,37.29232619
2014,야간,목,1,1,경북,구미시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.3480773,36.11719625
2014,야간,수,1,1,충북,청주시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.3169866,36.58923485
2014,야간,금,1,1,경북,김천시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,128.1192475,36.15813728
2014,야간,목,1,1,전북,고창군,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.6587674,35.38477598
2014,야간,월,1,1,전남,나주시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,126.7313927,35.03445551
2014,야간,일,1,1,충남,천안시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.2639168,36.76954763
2014,주간,수,1,1,경기,안성시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.2531719,37.01327082
2014,야간,화,1,1,경기,이천시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.4915391,37.18406833
2014,주간,목,1,1,경기,파주시,차대차,기타,기타,운전자법규위반,신호위반,126.7603655,37.72971999
2014,야간,목,1,1,경남,통영시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.4194865,34.95188279
2014,야간,수,1,1,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.4331619,36.35297726
2014,주간,목,1,1,대구,달성군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.4862797,35.88527483
2014,주간,목,1,1,서울,서대문구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.96505,37.56727054
2014,주간,수,1,1,경기,파주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.7782905,37.84700068
2014,주간,수,2,2,경북,경주시,차대차,기타,기타,운전자법규위반,중앙선 침범,129.221773,35.99877195
2014,야간,토,1,1,충남,아산시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0155472,36.74565478
2013,주간,수,1,1,충북,음성군,차대사람,횡단중,횡단중,운전자법규위반,보행자 보호의무 위반,127.6426866,37.11229281
2013,야간,일,1,3,부산,강서구,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.8953561,35.16608682
2013,주간,월,1,1,전북,군산시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.7155699,35.9669492
2013,야간,월,1,1,경북,경산시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,128.7276913,35.80813075
2013,주간,월,1,1,경남,진주시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,128.1206687,35.19171291
2013,주간,월,1,1,충남,아산시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,127.0109532,36.79878655
2013,주간,일,1,2,서울,용산구,차량단독,공작물충돌,공작물충돌,운전자법규위반,과속,126.9825583,37.51618791
2013,야간,일,1,1,서울,강동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.1305258,37.52734343
2013,주간,목,1,1,충남,서산시,차대차,기타,기타,운전자법규위반,신호위반,126.4856456,36.80887974
2013,야간,금,1,1,경남,진주시,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.1174796,35.18107114
2013,야간,목,1,1,경기,평택시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0793525,37.00744554
2013,주간,목,1,1,경기,수원시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.0373586,37.27660561
2013,야간,토,1,1,경기,평택시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0537615,36.94930845
2012,야간,금,1,1,경북,구미시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,128.361789,36.10581735
2012,야간,일,1,1,경기,부천시,차대차,기타,기타,운전자법규위반,신호위반,126.8160997,37.53393613
2012,주간,월,1,1,서울,강북구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0192738,37.6243245
2012,야간,일,1,1,경기,수원시,차대차,추돌,진행중 추돌,운전자법규위반,안전운전 의무 불이행,126.9917788,37.26041791
2012,야간,화,1,2,울산,중구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,129.3377152,35.55631772
2012,야간,수,1,1,강원,인제군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,128.21463,38.03285215
2012,주간,토,1,2,전북,순창군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.9523284,35.43543845
2012,야간,일,1,1,경북,포항시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3571052,36.22435512
2012,주간,금,1,1,경북,상주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,128.1646593,36.4583466
2012,야간,토,2,2,경기,안산시,차대차,추돌,주정차중 추돌,운전자법규위반,안전운전 의무 불이행,126.8695008,37.30604389
2012,야간,금,1,1,경기,용인시,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.102621,37.24184934
2012,야간,목,1,1,충남,천안시,차량단독,공작물충돌,공작물충돌,운전자법규위반,안전운전 의무 불이행,127.3571957,36.78411978
2012,주간,화,1,2,전남,영암군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,직진 및 우회전차의 통행방해,126.4097135,34.75267979
2012,야간,목,1,1,제주,제주시,차대차,기타,기타,운전자법규위반,앞지르기 금지위반,126.8639947,33.52511748
2012,주간,목,1,1,울산,동구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,129.4332805,35.52580364
2013,야간,수,1,2,경북,고령군,차대차,추돌,진행중 추돌,운전자법규위반,중앙선 침범,128.230565,35.70258966
2013,주간,토,2,6,경남,합천군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,128.1833817,35.70708638
2013,야간,금,1,1,대구,동구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.690514,35.87404787
2013,주간,화,1,1,서울,송파구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1317415,37.51026648
2013,야간,토,1,2,경기,용인시,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,127.1922313,37.26156838
2013,주간,토,1,1,서울,동대문구,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,127.0620733,37.59959602
2013,주간,월,1,4,충남,청양군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,127.0171817,36.43533951
2013,야간,월,1,1,경기,파주시,차대사람,차도통행중,차도통행중,운전자법규위반,안전운전 의무 불이행,126.6876592,37.75872311
2013,야간,수,1,1,경남,거제시,차대차,기타,기타,운전자법규위반,중앙선 침범,128.4945166,34.83653065
2013,주간,토,1,1,부산,영도구,차대차,기타,기타,운전자법규위반,중앙선 침범,129.0422731,35.09378996
2014,야간,일,1,3,충북,진천군,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,127.3671631,36.88556444
2014,야간,화,1,1,경북,군위군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,과속,128.5435512,36.27059438
2014,주간,일,1,1,전북,완주군,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,127.0752127,35.91339428
2014,주간,화,1,1,충남,청양군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.8042609,36.45074107
2013,주간,월,1,2,전남,완도군,차대차,정면충돌,정면충돌,운전자법규위반,중앙선 침범,126.6590523,34.32795409
2013,야간,목,1,1,대구,동구,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,128.6689852,35.87664845
2014,야간,금,1,2,서울,영등포구,차대차,측면직각충돌,측면직각충돌,운전자법규위반,신호위반,126.8938424,37.49800929
2014,야간,토,1,1,서울,강북구,차대사람,횡단중,횡단중,운전자법규위반,신호위반,127.0283627,37.63501501
2014,주간,수,1,1,전남,장성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,안전운전 의무 불이행,126.7558029,35.27244788
2014,야간,토,1,2,전남,해남군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,교차로 통행방법 위반,126.5373961,34.43424491
2013,야간,화,1,1,경남,창원시(통합),차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,128.554038,35.15910563
2013,야간,월,2,3,경기,수원시,차대차,기타,기타,운전자법규위반,신호위반,127.0272077,37.26840682
2013,야간,화,1,1,대전,동구,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.4349651,36.34239415
2013,주간,수,1,1,경기,연천군,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,127.1017945,38.03252008
2013,주간,월,1,1,전남,장성군,차대차,측면직각충돌,측면직각충돌,운전자법규위반,중앙선 침범,126.6930422,35.23046021
2013,주간,토,2,2,경기,고양시,차대차,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8698648,37.60352142
2013,주간,수,1,1,전남,완도군,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,126.7709573,34.33341499
2013,주간,화,1,2,전남,여수시,차대차,기타,기타,운전자법규위반,중앙선 침범,127.7643619,34.67665449
2013,야간,화,1,1,광주,광산구,차량단독,기타,기타,운전자법규위반,안전운전 의무 불이행,126.8423557,35.20434887
2013,야간,토,1,1,울산,동구,차량단독,전도전복,전도전복,운전자법규위반,안전운전 의무 불이행,129.4124232,35.53260904
2013,주간,금,1,1,울산,남구,차대사람,기타,기타,운전자법규위반,안전운전 의무 불이행,129.3742991,35.49333399
2013,야간,수,1,1,경기,안양시,차대사람,횡단중,횡단중,운전자법규위반,안전운전 의무 불이행,126.9580499,37.36705532
2013,주간,금,1,1,충남,부여군,차대차,기타,기타,운전자법규위반,직진 및 우회전차의 통행방해,126.9315172,36.15625235
